Loan_ID;Gender;Married;Dependents;Education;Self_Employed;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount_Term;Credit_History;Property_Area;
LP001531;Male;No;0;Graduate;No;9166;0;244;360;1;Urban;N
LP001024;Male;Yes;2;Graduate;No;3200;700;70;360;1;Urban;Y
LP001473;Male;No;0;Graduate;No;2014;1929;74;360;1;Urban;Y
LP002401;Male;Yes;0;Graduate;No;2213;1125;;360;1;Urban;Y
LP002767;Male;Yes;0;Graduate;No;2768;1950;155;360;1;Rural;Y
LP001501;Male;Yes;0;Graduate;No;3500;3250;140;360;1;Semiurban;
LP001667;Male;No;0;Graduate;No;3073;0;70;180;1;Urban;
LP001610;Male;Yes;3;Graduate;No;5516;11300;495;360;0;Semiurban;N
LP001028;Male;Yes;2;Graduate;No;3073;8106;200;360;1;Urban;Y
LP002117;Female;Yes;0;Graduate;No;3159;2374;108;360;1;Semiurban;
LP002870;Male;Yes;1;Graduate;No;4700;0;80;360;1;Urban;
LP002544;Male;Yes;1;Not Graduate;No;1958;2436;131;360;1;Rural;Y
LP002789;Male;Yes;0;Graduate;No;3593;4266;132;180;0;Rural;N
LP001529;Male;Yes;0;Graduate;Yes;2577;3750;152;360;1;Rural;Y
LP002277;Female;No;0;Graduate;No;3180;0;71;360;0;Urban;N
LP001430;Female;No;0;Graduate;No;4166;0;44;360;1;Semiurban;Y
LP002325;Male;Yes;2;Not Graduate;No;6166;13983;102;360;1;Rural;
LP001636;Male;Yes;0;Graduate;No;4600;0;73;180;1;Semiurban;Y
LP001098;Male;Yes;0;Graduate;No;3500;1667;114;360;1;Semiurban;Y
LP002306;Male;Yes;0;Graduate;No;1173;1594;28;180;1;Rural;
LP001255;Male;No;0;Graduate;No;3750;0;113;480;1;Urban;N
LP001517;Male;Yes;3;Graduate;No;9719;0;61;360;1;Urban;
LP002562;Male;Yes;1;Not Graduate;No;5333;1131;186;360;;Urban;Y
LP002959;Female;Yes;1;Graduate;No;12000;0;496;360;1;Semiurban;Y
LP001508;Male;Yes;2;Graduate;No;11757;0;187;180;1;Urban;Y
LP001776;Female;No;0;Graduate;No;8333;0;280;360;1;Semiurban;Y
LP002192;Male;Yes;0;Graduate;No;7830;2183;212;360;1;Rural;
LP002965;Female;Yes;0;Graduate;No;8550;4255;96;360;;Urban;
LP001656;Male;No;0;Graduate;No;12000;0;164;360;1;Semiurban;N
LP002223;Male;Yes;0;Graduate;No;4310;0;130;360;;Semiurban;Y
LP002862;Male;Yes;2;Not Graduate;No;6125;1625;187;480;1;Semiurban;N
LP002257;Female;No;0;Graduate;No;2545;0;74;360;1;Urban;
LP001108;Male;Yes;0;Graduate;No;9226;7916;300;360;1;Urban;
LP001950;Female;Yes;3;Graduate;;1750;2935;94;360;0;Semiurban;
LP002605;Male;No;0;Not Graduate;No;3271;0;90;360;1;Rural;
LP002234;Male;No;0;Graduate;Yes;7167;0;128;360;1;Urban;Y
LP001091;Male;Yes;1;Graduate;;4166;3369;201;360;;Urban;N
LP001594;Male;Yes;0;Graduate;No;5708;5625;187;360;1;Semiurban;Y
LP002806;Male;Yes;3;Graduate;Yes;6958;1411;150;360;1;Rural;
LP002263;Male;Yes;0;Graduate;No;2583;2115;120;360;;Urban;Y
LP001819;Male;Yes;1;Not Graduate;No;6608;0;137;180;1;Urban;Y
LP001490;Male;Yes;2;Not Graduate;No;4766;1646;100;360;1;Semiurban;
LP002176;Male;No;0;Graduate;No;5708;0;150;360;1;Rural;
LP002856;Male;Yes;0;Graduate;No;2292;1558;119;360;1;Urban;
LP001198;Male;Yes;1;Graduate;No;8080;2250;180;360;1;Urban;Y
LP002348;Male;Yes;0;Graduate;No;5829;0;138;360;1;Rural;Y
LP001601;Male;No;3;Graduate;No;4243;4123;157;360;;Semiurban;
LP001878;Male;No;1;Graduate;No;5823;2529;187;360;1;Semiurban;
LP002958;Male;No;0;Graduate;No;3676;4301;172;360;1;Rural;Y
LP001589;Female;No;0;Graduate;No;3417;0;102;360;1;Urban;
LP001208;Male;Yes;2;Graduate;;7350;4029;185;180;1;Urban;
LP001561;Female;Yes;0;Graduate;No;3417;1287;200;360;1;Semiurban;
LP002971;Male;Yes;3;Not Graduate;Yes;4009;1777;113;360;1;Urban;
LP002986;Male;Yes;0;Graduate;No;5000;2393;158;360;1;Rural;
LP001253;Male;Yes;3;Graduate;Yes;5266;1774;187;360;1;Semiurban;Y
LP001671;Female;Yes;0;Graduate;No;3416;2816;113;360;;Semiurban;Y
LP002901;Male;No;0;Graduate;No;2283;15000;106;360;;Rural;
LP002925;;No;0;Graduate;No;4750;0;94;360;1;Semiurban;Y
LP002376;Male;No;0;Graduate;No;2925;0;40;180;1;Rural;
LP002500;Male;Yes;3;Not Graduate;No;2947;1664;70;180;0;Urban;N
LP002332;Male;Yes;0;Not Graduate;No;2253;2033;110;360;1;Rural;Y
LP001116;Male;No;0;Not Graduate;No;3748;1668;110;360;1;Semiurban;Y
LP002505;Male;Yes;0;Graduate;No;4333;2451;110;360;1;Urban;N
LP001921;Male;No;1;Graduate;No;3180;2370;80;240;;Rural;
LP002571;Male;No;0;Not Graduate;No;3691;0;110;360;1;Rural;Y
LP002377;Female;No;1;Graduate;Yes;8624;0;150;360;1;Semiurban;Y
LP002429;Male;Yes;1;Graduate;Yes;3466;1210;130;360;1;Rural;Y
LP001446;Male;Yes;0;Graduate;No;8449;0;257;360;1;Rural;
LP002043;Female;No;1;Graduate;No;3541;0;112;360;;Semiurban;Y
LP002612;Female;Yes;0;Graduate;No;2666;0;84;480;1;Semiurban;
LP001366;Female;No;;Graduate;No;3250;0;95;360;1;Semiurban;
LP001807;Male;Yes;2;Graduate;Yes;6250;1300;108;360;1;Rural;Y
LP001924;Male;No;0;Graduate;No;3158;3053;89;360;1;Rural;Y
LP002974;Male;Yes;0;Graduate;No;3232;1950;108;360;1;Rural;Y
LP002960;Male;Yes;0;Not Graduate;No;2400;3800;;180;1;Urban;N
LP001884;Female;No;1;Graduate;No;2876;1560;90;360;1;Urban;Y
LP002119;Male;Yes;1;Not Graduate;No;4554;1229;158;360;1;Urban;Y
LP001663;Male;Yes;2;Graduate;No;7500;0;225;360;1;Urban;
LP002467;Male;Yes;0;Graduate;No;3708;2569;173;360;1;Urban;N
LP001022;Male;Yes;1;Graduate;No;3076;1500;126;360;1;Urban;
LP001903;Male;Yes;0;Graduate;No;3993;3274;207;360;1;Semiurban;Y
LP001586;Male;Yes;3;Not Graduate;No;3522;0;81;180;1;Rural;N
LP001778;Male;Yes;1;Graduate;No;3155;1779;140;360;1;Semiurban;Y
LP002744;Male;Yes;1;Graduate;No;6825;0;162;360;1;Rural;
LP001732;Male;Yes;2;Graduate;;5000;0;72;360;0;Semiurban;N
LP001131;Male;Yes;0;Graduate;No;3941;2336;134;360;1;Semiurban;Y
LP001973;Male;Yes;2;Not Graduate;No;4483;0;130;360;1;Rural;
LP001155;Female;Yes;0;Not Graduate;No;1928;1644;100;360;1;Semiurban;Y
LP002226;Male;Yes;0;Graduate;;3333;2500;128;360;1;Semiurban;Y
LP001996;Male;No;0;Graduate;No;20233;0;480;360;1;Rural;N
LP001786;Male;Yes;0;Graduate;;5746;0;255;360;;Urban;N
LP001322;Male;No;0;Graduate;No;4133;0;122;360;1;Semiurban;Y
LP002537;Male;Yes;0;Graduate;No;2083;3150;128;360;1;Semiurban;Y
LP001888;Female;No;0;Graduate;No;3237;0;30;360;1;Urban;Y
LP001195;Male;Yes;0;Graduate;No;2132;1591;96;360;1;Semiurban;Y
LP002766;Female;Yes;0;Graduate;No;7859;879;165;180;1;Semiurban;
LP001020;Male;Yes;1;Graduate;No;12841;10968;349;360;1;Semiurban;N
LP001543;Male;Yes;1;Graduate;No;9538;0;187;360;1;Urban;Y
LP002541;Male;Yes;0;Graduate;No;10833;0;234;360;1;Semiurban;Y
LP001245;Male;Yes;2;Not Graduate;Yes;1875;1875;97;360;1;Semiurban;Y
LP002149;Male;Yes;2;Graduate;No;8333;3167;165;360;1;Rural;Y
LP001827;Male;No;0;Graduate;No;3071;4309;180;360;1;Urban;
LP002990;Female;No;0;Graduate;Yes;4583;0;133;360;0;Semiurban;N
LP001647;Male;Yes;0;Graduate;No;9328;0;188;180;1;Rural;Y
LP002398;Male;No;0;Graduate;No;1926;1851;50;360;1;Semiurban;Y
LP002364;Male;Yes;0;Graduate;No;14880;0;96;360;1;Semiurban;Y
LP001123;Male;Yes;0;Graduate;No;2400;0;75;360;;Urban;Y
LP001791;Male;Yes;0;Graduate;Yes;32000;0;550;360;;Semiurban;
LP001552;Male;Yes;0;Graduate;No;4583;5625;255;360;1;Semiurban;Y
LP002524;Male;No;2;Graduate;No;5532;4648;162;360;1;Rural;Y
LP002950;Male;Yes;0;Not Graduate;;2894;2792;155;360;1;Rural;Y
LP002424;Male;Yes;0;Graduate;No;7333;8333;175;300;;Rural;Y
LP002152;Female;No;0;Graduate;No;4213;0;80;360;1;Urban;
LP001250;Male;Yes;3;Not Graduate;No;4755;0;95;;0;Semiurban;N
LP001718;Male;No;0;Graduate;No;3391;0;132;360;1;Rural;
LP001029;Male;No;0;Graduate;No;1853;2840;114;360;1;Rural;N
LP001995;Male;Yes;0;Not Graduate;No;2431;1820;110;360;0;Rural;
LP001577;Female;Yes;0;Graduate;No;4583;0;112;360;1;Rural;N
LP002476;Female;Yes;3;Not Graduate;No;1635;2444;99;360;1;Urban;
LP001119;Male;No;0;Graduate;No;3600;0;80;360;1;Urban;N
LP002100;Male;No;;Graduate;No;2833;0;71;360;1;Urban;Y
LP001652;Male;No;0;Graduate;No;2500;6414;187;360;0;Rural;
LP001769;;No;;Graduate;No;3333;1250;110;360;1;Semiurban;
LP001287;;Yes;3;Not Graduate;No;3500;833;120;360;1;Semiurban;
LP001854;Male;Yes;3;Graduate;No;5250;0;94;360;1;Urban;N
LP002523;Male;Yes;3;Graduate;No;2773;1497;108;360;1;Semiurban;
LP002892;Male;Yes;2;Graduate;No;6540;0;205;360;1;Semiurban;Y
LP002869;Male;Yes;3;Not Graduate;No;3522;0;81;180;1;Rural;
LP002400;Female;Yes;0;Graduate;No;3833;0;92;360;1;Rural;
LP002028;Male;Yes;2;Graduate;No;4358;0;110;360;1;Urban;
LP001835;Male;Yes;0;Not Graduate;No;1668;3890;201;360;0;Semiurban;N
LP002644;Male;Yes;1;Graduate;Yes;7500;0;75;360;1;Urban;
LP002949;Female;No;3;Graduate;;416;41667;350;180;;Urban;N
LP002333;Male;No;0;Not Graduate;No;3844;0;105;360;1;Urban;
LP002294;Male;No;0;Graduate;No;14911;14507;130;360;1;Semiurban;
LP002720;Male;Yes;3;Graduate;No;4281;0;100;360;1;Urban;Y
LP002803;Male;Yes;1;Not Graduate;;2600;618;122;360;1;Semiurban;
LP001318;Male;Yes;2;Graduate;No;6250;5654;188;180;1;Semiurban;Y
LP002024;;Yes;0;Graduate;No;2473;1843;159;360;1;Rural;N
LP001949;Male;Yes;3;Graduate;;4416;1250;110;360;1;Urban;Y
LP002225;Male;Yes;2;Graduate;No;5391;0;130;360;1;Urban;Y
LP001334;Male;Yes;0;Not Graduate;No;4188;0;115;180;1;Semiurban;Y
LP001911;Female;No;0;Graduate;No;2708;0;65;360;1;Rural;
LP001943;Male;Yes;0;Graduate;No;3042;3167;135;360;1;Urban;
LP001797;Female;No;0;Graduate;No;12941;0;150;300;1;Urban;
LP002125;Male;Yes;1;Graduate;No;4960;2600;187;360;1;Semiurban;
LP001482;Male;Yes;0;Graduate;Yes;3459;0;25;120;1;Semiurban;Y
LP002057;Male;Yes;0;Not Graduate;No;13083;0;;360;1;Rural;
LP002793;Male;Yes;0;Graduate;No;5333;0;90;360;1;Rural;
LP001936;Male;Yes;0;Graduate;No;3075;2416;139;360;1;Rural;Y
LP002151;Male;Yes;1;Graduate;No;3875;0;67;360;1;Urban;N
LP002493;Male;No;0;Graduate;No;4166;0;98;360;0;Semiurban;N
LP002640;Male;Yes;1;Graduate;No;6065;2004;250;360;1;Semiurban;Y
LP001699;Male;No;0;Graduate;No;2479;0;59;360;1;Urban;Y
LP001419;Female;Yes;0;Graduate;No;7950;0;185;360;1;Urban;
LP002637;Male;No;0;Not Graduate;No;3598;1287;100;360;1;Rural;N
LP002051;Male;Yes;0;Graduate;No;2400;2167;115;360;1;Semiurban;Y
LP002684;Female;No;0;Not Graduate;No;3400;0;95;360;1;Rural;N
LP002484;Male;Yes;3;Graduate;No;7740;0;128;180;1;Urban;Y
LP002286;Male;Yes;3;Not Graduate;No;5180;0;125;360;0;Urban;
LP002266;Male;Yes;2;Graduate;No;3100;1400;113;360;1;Urban;Y
LP001534;Male;No;0;Graduate;No;4452;0;131;360;1;Rural;
LP002599;Male;Yes;0;Graduate;No;3667;2000;170;360;1;Semiurban;
LP001259;Male;Yes;1;Graduate;Yes;1000;3022;110;360;1;Urban;N
LP002813;Female;Yes;1;Graduate;Yes;19484;0;600;360;1;Semiurban;Y
LP001298;Male;Yes;2;Graduate;No;4116;1000;30;180;1;Urban;
LP001052;Male;Yes;1;Graduate;;3717;2925;151;360;;Semiurban;N
LP002874;Male;No;0;Graduate;No;3229;2739;110;360;1;Urban;Y
LP002984;Male;Yes;2;Graduate;No;7583;0;187;360;1;Urban;Y
LP001963;Male;Yes;1;Graduate;No;2014;2925;113;360;1;Urban;N
LP002385;Male;Yes;;Graduate;No;3863;0;70;300;1;Semiurban;
LP001478;Male;No;0;Graduate;No;2718;0;70;360;1;Semiurban;Y
LP001379;Male;Yes;2;Graduate;No;3800;3600;216;360;0;Urban;N
LP001977;Male;Yes;1;Graduate;No;1625;1803;96;360;1;Urban;Y
LP002482;Female;No;0;Graduate;Yes;3333;3916;212;360;1;Rural;
LP001231;Female;No;0;Graduate;No;3666;0;84;360;1;Urban;
LP001591;Female;Yes;2;Graduate;No;2922;3396;122;360;1;Semiurban;
LP001149;Male;Yes;0;Graduate;No;5400;4380;290;360;1;Urban;
LP002168;Male;No;0;Graduate;No;5333;2400;200;360;0;Rural;
LP001843;Male;Yes;1;Not Graduate;No;2661;7101;279;180;1;Semiurban;Y
LP001959;Female;Yes;1;Graduate;No;3564;0;79;360;1;Rural;
LP001750;Male;Yes;0;Graduate;No;6250;0;128;360;1;Semiurban;Y
LP002911;Male;Yes;1;Graduate;No;2787;1917;146;360;0;Rural;N
LP001761;Male;No;0;Graduate;Yes;6400;0;200;360;1;Rural;Y
LP001532;Male;Yes;2;Not Graduate;No;2281;0;113;360;1;Rural;N
LP001185;Male;No;0;Graduate;No;3268;1683;152;360;1;Semiurban;
LP001811;Male;Yes;0;Not Graduate;No;3406;4417;123;360;1;Semiurban;Y
LP001573;Male;Yes;0;Not Graduate;No;4523;1350;165;360;1;Urban;
LP001742;Male;Yes;2;Graduate;No;4500;0;147;360;1;Rural;
LP002823;Male;Yes;0;Graduate;No;5509;0;143;360;1;Rural;
LP002245;Male;Yes;2;Not Graduate;No;2896;0;80;480;1;Urban;
LP001174;Male;Yes;0;Graduate;No;3772;833;57;360;;Semiurban;
LP002584;Male;No;0;Graduate;;1972;4347;106;360;1;Rural;
LP002144;Female;No;;Graduate;No;3813;0;116;180;1;Urban;Y
LP001313;Male;No;0;Graduate;No;2750;0;130;360;0;Urban;
LP002917;Female;No;0;Not Graduate;No;2165;0;70;360;1;Semiurban;Y
LP002877;Male;Yes;1;Graduate;No;1782;2232;107;360;1;Rural;Y
LP002682;Male;Yes;;Not Graduate;No;3074;1800;123;360;0;Semiurban;N
LP001268;Male;No;0;Graduate;No;6792;3338;187;;1;Urban;
LP002689;Male;Yes;2;Not Graduate;No;2192;1742;45;360;1;Semiurban;Y
LP002931;Male;Yes;2;Graduate;Yes;6000;0;205;240;1;Semiurban;N
LP001900;Male;Yes;1;Graduate;No;2750;1842;115;360;1;Semiurban;Y
LP001616;Male;Yes;1;Graduate;No;3750;0;116;360;1;Semiurban;Y
LP001385;Male;No;0;Graduate;No;5316;0;136;360;1;Urban;Y
LP001633;Male;Yes;1;Graduate;No;6400;7250;180;360;0;Urban;N
LP001347;Female;No;0;Graduate;No;2101;1500;108;360;0;Rural;
LP001138;Male;Yes;1;Graduate;No;5649;0;44;360;1;Urban;Y
LP001036;Female;No;0;Graduate;No;3510;0;76;360;0;Urban;N
LP002622;Male;Yes;2;Graduate;No;3510;4416;243;360;1;Rural;Y
LP002790;Male;Yes;3;Graduate;No;3400;0;80;120;1;Urban;
LP001275;Male;Yes;1;Graduate;No;3988;0;50;240;1;Urban;Y
LP002284;Male;No;0;Not Graduate;No;3902;1666;109;360;1;Rural;Y
LP002311;Female;Yes;0;Graduate;No;2157;1788;104;360;1;Urban;
LP001935;Male;No;0;Graduate;No;9508;0;187;360;1;Rural;Y
LP001653;Male;No;0;Not Graduate;No;4885;0;48;360;1;Rural;Y
LP001326;Male;No;0;Graduate;;6782;0;;360;;Urban;N
LP001197;Male;Yes;0;Graduate;No;3366;2200;135;360;1;Rural;N
LP002587;Male;Yes;0;Not Graduate;No;2600;1700;107;360;1;Rural;Y
LP002657;;Yes;1;Not Graduate;Yes;570;2125;68;360;1;Rural;
LP002603;Female;No;0;Graduate;No;645;3683;113;480;1;Rural;Y
LP002054;Male;Yes;2;Not Graduate;No;3601;1590;;360;1;Rural;Y
LP002208;Male;Yes;1;Graduate;No;3747;2139;125;360;1;Urban;
LP002545;Male;No;2;Graduate;No;3547;0;80;360;0;Rural;N
LP002614;;No;0;Graduate;No;6478;0;108;360;1;Semiurban;
LP001124;Female;No;3;Not Graduate;No;2083;0;28;180;1;Urban;
LP002265;Male;Yes;2;Not Graduate;No;1993;1625;113;180;1;Semiurban;Y
LP001179;Male;Yes;2;Graduate;No;4616;0;134;360;1;Urban;N
LP002802;Male;No;0;Graduate;No;2875;2416;95;6;0;Semiurban;
LP002102;Male;Yes;0;Graduate;Yes;1900;1442;88;360;1;Rural;
LP001273;Male;Yes;0;Graduate;No;6000;2250;265;360;;Semiurban;N
LP001757;Male;Yes;1;Graduate;No;2014;2925;120;360;1;Rural;
LP001580;Male;Yes;2;Graduate;No;8000;0;200;360;1;Semiurban;Y
LP002087;Female;No;0;Graduate;No;2500;0;67;360;1;Urban;Y
LP002139;Male;Yes;0;Graduate;No;9083;0;228;360;1;Semiurban;Y
LP001908;Female;Yes;0;Not Graduate;No;4100;0;124;360;;Rural;Y
LP001868;Male;No;0;Graduate;No;2060;2209;134;360;1;Semiurban;Y
LP002172;Male;Yes;3;Graduate;Yes;5384;0;150;360;1;Semiurban;
LP002872;;Yes;0;Graduate;No;3087;2210;136;360;0;Semiurban;N
LP002777;Male;Yes;0;Graduate;No;2785;2016;110;360;1;Rural;Y
LP002734;Male;Yes;0;Graduate;No;6133;3906;324;360;1;Urban;Y
LP001492;Male;No;0;Graduate;No;14999;0;242;360;0;Semiurban;N
LP002386;Male;No;0;Graduate;;12876;0;405;360;1;Semiurban;Y
LP002298;;No;0;Graduate;Yes;2860;2988;138;360;1;Urban;
LP001114;Male;No;0;Graduate;No;4166;7210;184;360;1;Urban;Y
LP002175;Male;Yes;0;Graduate;No;4750;2333;130;360;1;Urban;Y
LP001677;Male;No;2;Graduate;No;4923;0;166;360;0;Semiurban;Y
LP002774;Male;Yes;0;Not Graduate;No;1700;2900;67;360;0;Urban;
LP002042;Female;Yes;1;Graduate;No;4000;3917;173;360;1;Rural;
LP002519;Male;Yes;3;Graduate;No;4691;0;100;360;1;Semiurban;Y
LP002515;Male;Yes;1;Graduate;Yes;3450;2079;162;360;1;Semiurban;Y
LP002068;Male;No;0;Graduate;No;4917;0;130;360;0;Rural;Y
LP001806;Male;No;0;Graduate;No;2965;5701;155;60;1;Urban;Y
LP001864;Male;Yes;3;Not Graduate;No;4931;0;128;360;;Semiurban;N
LP001421;Male;Yes;0;Graduate;No;5568;2142;175;360;1;Rural;N
LP002551;Male;Yes;3;Not Graduate;;3634;910;176;360;0;Semiurban;
LP001871;Female;No;0;Graduate;No;7200;0;120;360;1;Rural;Y
LP001121;Male;Yes;1;Not Graduate;No;1888;1620;48;360;1;Urban;
LP001961;Female;No;0;Graduate;No;3958;0;110;360;1;Rural;
LP001100;Male;No;3;Graduate;No;12500;3000;320;360;1;Rural;N
LP002740;Male;Yes;3;Graduate;No;6417;0;157;180;1;Rural;Y
LP001673;Male;No;0;Graduate;Yes;11000;0;83;360;1;Urban;N
LP002007;Male;Yes;2;Not Graduate;No;2500;3333;131;360;1;Urban;
LP002805;Male;Yes;2;Graduate;No;5041;700;150;360;1;Urban;
LP002114;Female;No;0;Graduate;No;4160;0;71;360;1;Semiurban;Y
LP002099;Male;Yes;2;Graduate;No;2540;700;104;360;0;Urban;
LP001356;Male;Yes;0;Graduate;No;4652;3583;;360;1;Semiurban;Y
LP002473;Male;Yes;0;Graduate;No;8334;0;160;360;1;Semiurban;N
LP002082;Male;Yes;0;Graduate;Yes;5818;2160;184;360;1;Semiurban;Y
LP002442;Female;Yes;1;Not Graduate;No;3835;1400;112;480;0;Urban;
LP001824;Male;Yes;1;Graduate;No;2882;1843;123;480;1;Semiurban;Y
LP002181;Male;No;0;Not Graduate;No;6216;0;133;360;1;Rural;N
LP001443;Female;No;0;Graduate;No;3692;0;93;360;;Rural;Y
LP001703;Male;Yes;0;Graduate;No;3333;1270;124;360;1;Urban;
LP002857;Male;Yes;1;Graduate;Yes;2360;3355;87;240;1;Rural;
LP002502;Female;Yes;2;Not Graduate;;210;2917;98;360;1;Semiurban;Y
LP001431;Female;No;0;Graduate;No;2137;8980;137;360;0;Semiurban;Y
LP001692;Female;No;0;Not Graduate;No;4408;0;120;360;1;Semiurban;Y
LP001792;Male;Yes;1;Graduate;No;3315;0;96;360;1;Semiurban;Y
LP002070;Male;Yes;3;Not Graduate;No;2654;1998;128;360;0;Rural;
LP001785;Male;No;0;Graduate;No;4727;0;150;360;0;Rural;
LP001151;Female;No;0;Graduate;No;4000;2275;144;360;1;Semiurban;Y
LP001945;Female;No;;Graduate;No;5417;0;143;480;0;Urban;N
LP001384;Male;Yes;3;Not Graduate;No;2071;754;94;480;1;Semiurban;Y
LP002131;Male;Yes;2;Not Graduate;No;3083;2168;126;360;1;Urban;Y
LP001842;Male;No;0;Graduate;No;5000;0;148;360;1;Rural;
LP002652;Male;No;0;Graduate;No;5815;3666;311;360;1;Rural;N
LP001078;Male;No;0;Not Graduate;No;3091;0;90;360;1;Urban;
LP002471;Male;No;0;Graduate;No;3508;0;99;360;1;Rural;
LP001500;Male;Yes;1;Graduate;No;3333;4200;256;360;1;Urban;
LP002167;Female;No;0;Graduate;No;2362;0;55;360;1;Urban;
LP002948;Male;Yes;2;Graduate;No;5780;0;192;360;1;Urban;Y
LP002237;Male;No;1;Graduate;;3667;0;113;180;1;Urban;Y
LP001682;Male;Yes;3;Not Graduate;No;3992;0;;180;1;Urban;N
LP002434;Male;Yes;2;Not Graduate;No;4652;0;110;360;1;Rural;Y
LP002315;Male;Yes;1;Graduate;No;8300;0;152;300;0;Semiurban;N
LP001634;Male;No;0;Graduate;No;1916;5063;67;360;;Rural;N
LP002916;Male;Yes;0;Graduate;No;2297;1522;104;360;1;Urban;Y
LP001574;Male;Yes;0;Graduate;No;3707;3166;182;;1;Rural;Y
LP002776;Female;No;0;Graduate;No;5000;0;103;360;0;Semiurban;N
LP002826;Female;Yes;1;Not Graduate;No;3621;2717;171;360;1;Urban;
LP001400;Male;No;0;Graduate;No;3583;3435;155;360;1;Urban;
LP002129;Male;Yes;0;Graduate;No;2499;2458;160;360;1;Semiurban;Y
LP001413;Male;No;0;Graduate;Yes;6356;0;50;360;1;Rural;
LP002433;Male;Yes;1;Graduate;No;18840;0;234;360;1;Rural;
LP002964;Male;Yes;2;Not Graduate;No;3987;1411;157;360;1;Rural;Y
LP001822;Male;No;0;Graduate;No;5900;0;150;360;1;Urban;
LP002933;;No;3;Graduate;Yes;9357;0;292;360;1;Semiurban;Y
LP001518;Male;Yes;1;Graduate;No;1538;1425;30;360;1;Urban;Y
LP002792;Male;Yes;1;Graduate;No;5468;1032;26;360;1;Semiurban;Y
LP001350;Male;Yes;;Graduate;No;13650;0;;360;1;Urban;Y
LP001669;Female;No;0;Not Graduate;No;1907;2365;120;;1;Urban;Y
LP002314;Female;No;0;Not Graduate;No;2213;0;66;360;1;Rural;Y
LP001325;Male;No;0;Not Graduate;No;3620;0;25;120;1;Semiurban;Y
LP002394;Male;Yes;2;Graduate;No;4010;1025;120;360;1;Urban;
LP002301;Female;No;0;Graduate;Yes;7441;0;194;360;1;Rural;N
LP002531;Male;Yes;1;Graduate;Yes;16667;2250;86;360;1;Semiurban;Y
LP001005;Male;Yes;0;Graduate;Yes;3000;0;66;360;1;Urban;Y
LP002786;Female;Yes;0;Not Graduate;No;1647;1762;181;360;1;Urban;
LP002086;Female;Yes;0;Graduate;No;4333;2451;110;360;1;Urban;N
LP001831;Male;Yes;0;Graduate;No;2783;1456;113;360;1;Urban;
LP002832;Male;Yes;2;Graduate;No;8799;0;258;360;0;Urban;N
LP002654;Female;No;;Graduate;Yes;14987;0;177;360;1;Rural;
LP002062;Female;Yes;1;Graduate;No;4333;0;132;84;1;Rural;
LP001734;Female;Yes;2;Graduate;No;4283;2383;127;360;;Semiurban;Y
LP002890;Male;Yes;2;Not Graduate;No;3418;1380;135;360;1;Urban;
LP002346;Male;Yes;0;Graduate;;2539;1704;125;360;0;Rural;
LP002367;Female;No;1;Not Graduate;No;4606;0;81;360;1;Rural;N
LP001466;Male;No;0;Graduate;No;3066;0;95;360;1;Semiurban;
LP002236;Male;Yes;2;Graduate;No;4566;0;100;360;1;Urban;N
LP001931;Female;No;0;Graduate;No;4124;0;115;360;1;Semiurban;Y
LP002699;Male;Yes;2;Graduate;Yes;17500;0;400;360;1;Rural;Y
LP002319;Male;Yes;0;Graduate;;6256;0;160;360;;Urban;Y
LP001157;Female;No;0;Graduate;No;3086;0;120;360;1;Semiurban;Y
LP002592;Male;No;0;Graduate;No;4983;0;141;360;1;Urban;
LP001914;Male;Yes;0;Graduate;No;3927;800;112;360;1;Semiurban;Y
LP001933;Male;No;2;Not Graduate;No;1141;2017;120;360;0;Urban;
LP001760;Male;;;Graduate;No;4758;0;158;480;1;Semiurban;Y
LP002785;Male;Yes;1;Graduate;No;3333;3250;158;360;1;Urban;Y
LP001857;Male;No;0;Not Graduate;Yes;1599;2474;125;300;1;Semiurban;
LP002935;Male;Yes;1;Graduate;No;3791;1936;85;360;1;Urban;
LP001030;Male;Yes;2;Graduate;No;1299;1086;17;120;1;Urban;Y
LP002553;;No;0;Graduate;No;29167;0;185;360;1;Semiurban;
LP001662;Male;No;0;Graduate;No;6500;0;71;360;0;Urban;
LP002115;Male;Yes;3;Not Graduate;No;2647;1587;173;360;1;Rural;N
LP002318;Female;No;1;Not Graduate;Yes;3867;0;62;360;1;Semiurban;N
LP001128;;No;0;Graduate;No;3909;0;101;360;1;Urban;
LP001825;Male;Yes;0;Graduate;No;1809;1868;90;360;1;Urban;Y
LP001955;Female;No;0;Graduate;No;5000;2541;151;480;1;Rural;N
LP002566;Female;No;0;Graduate;No;5530;0;135;360;;Urban;
LP001357;Male;;;Graduate;No;3816;754;160;360;1;Urban;Y
LP002197;Male;Yes;2;Graduate;No;5185;0;155;360;1;Semiurban;Y
LP001002;Male;No;0;Graduate;No;5849;0;;360;1;Urban;Y
LP001153;Male;No;0;Graduate;No;0;24000;148;360;0;Rural;
LP002090;Male;Yes;1;Graduate;No;4796;0;114;360;0;Semiurban;
LP001348;Male;Yes;3;Not Graduate;No;4490;0;125;360;1;Urban;
LP001099;Male;No;1;Graduate;No;5667;0;131;360;1;Urban;
LP001343;Male;Yes;0;Graduate;No;1759;3541;131;360;1;Semiurban;Y
LP002630;Male;No;0;Not Graduate;;3808;0;83;360;1;Rural;
